label,filepath,index
I,media/emnist_10000/00432.png,train
I,media/emnist_10000/00433.png,test
Q,media/emnist_10000/00434.png,train
9,media/emnist_10000/00435.png,train
C,media/emnist_10000/00436.png,test
K,media/emnist_10000/00437.png,train
C,media/emnist_10000/00438.png,train
E,media/emnist_10000/00439.png,train
b,media/emnist_10000/00440.png,test
A,media/emnist_10000/00441.png,train
8,media/emnist_10000/00442.png,train
9,media/emnist_10000/00443.png,train
Z,media/emnist_10000/00444.png,train
O,media/emnist_10000/00445.png,train
d,media/emnist_10000/00446.png,train
g,media/emnist_10000/00447.png,test
a,media/emnist_10000/00448.png,train
W,media/emnist_10000/00449.png,train
f,media/emnist_10000/00450.png,train
B,media/emnist_10000/00451.png,test
O,media/emnist_10000/00452.png,test
Y,media/emnist_10000/00453.png,train
1,media/emnist_10000/00454.png,train
X,media/emnist_10000/00455.png,train
9,media/emnist_10000/00456.png,train
Q,media/emnist_10000/00457.png,test
L,media/emnist_10000/00458.png,train
D,media/emnist_10000/00459.png,train
Q,media/emnist_10000/00460.png,train
L,media/emnist_10000/00461.png,test
C,media/emnist_10000/00462.png,train
O,media/emnist_10000/00463.png,test
N,media/emnist_10000/00464.png,train
g,media/emnist_10000/00465.png,train
2,media/emnist_10000/00466.png,test
9,media/emnist_10000/00467.png,train
P,media/emnist_10000/00468.png,train
h,media/emnist_10000/00469.png,test
Y,media/emnist_10000/00470.png,train
T,media/emnist_10000/00471.png,train
7,media/emnist_10000/00472.png,train
O,media/emnist_10000/00473.png,train
G,media/emnist_10000/00474.png,train
M,media/emnist_10000/00475.png,train
e,media/emnist_10000/00476.png,train
a,media/emnist_10000/00477.png,train
H,media/emnist_10000/00478.png,train
R,media/emnist_10000/00479.png,train
D,media/emnist_10000/00480.png,train
T,media/emnist_10000/00481.png,train
e,media/emnist_10000/00482.png,train
D,media/emnist_10000/00483.png,train
t,media/emnist_10000/00484.png,train
9,media/emnist_10000/00485.png,test
F,media/emnist_10000/00486.png,train
D,media/emnist_10000/00487.png,train
Q,media/emnist_10000/00488.png,train
Z,media/emnist_10000/00489.png,train
D,media/emnist_10000/00490.png,test
Y,media/emnist_10000/00491.png,test
r,media/emnist_10000/00492.png,train
F,media/emnist_10000/00493.png,train
e,media/emnist_10000/00494.png,test
C,media/emnist_10000/00495.png,train
n,media/emnist_10000/00496.png,train
Z,media/emnist_10000/00497.png,train
B,media/emnist_10000/00498.png,train
f,media/emnist_10000/00499.png,train
g,media/emnist_10000/00500.png,test
Y,media/emnist_10000/00501.png,train
4,media/emnist_10000/00502.png,test
5,media/emnist_10000/00503.png,test
5,media/emnist_10000/00504.png,train
r,media/emnist_10000/00505.png,train
L,media/emnist_10000/00506.png,test
1,media/emnist_10000/00507.png,train
R,media/emnist_10000/00508.png,train
0,media/emnist_10000/00509.png,test
1,media/emnist_10000/00510.png,train
9,media/emnist_10000/00511.png,test
d,media/emnist_10000/00512.png,test
2,media/emnist_10000/00513.png,train
q,media/emnist_10000/00514.png,train
N,media/emnist_10000/00515.png,test
P,media/emnist_10000/00516.png,train
q,media/emnist_10000/00517.png,train
I,media/emnist_10000/00518.png,train
t,media/emnist_10000/00519.png,train
1,media/emnist_10000/00520.png,train
h,media/emnist_10000/00521.png,train
P,media/emnist_10000/00522.png,train
I,media/emnist_10000/00523.png,train
f,media/emnist_10000/00524.png,test
q,media/emnist_10000/00525.png,train
L,media/emnist_10000/00526.png,train
t,media/emnist_10000/00527.png,train
W,media/emnist_10000/00528.png,test
P,media/emnist_10000/00529.png,test
R,media/emnist_10000/00530.png,train
T,media/emnist_10000/00531.png,train
0,media/emnist_10000/00532.png,train
a,media/emnist_10000/00533.png,train
H,media/emnist_10000/00534.png,train
T,media/emnist_10000/00535.png,train
g,media/emnist_10000/00536.png,test
g,media/emnist_10000/00537.png,train
a,media/emnist_10000/00538.png,test
f,media/emnist_10000/00539.png,test
6,media/emnist_10000/00540.png,train
Y,media/emnist_10000/00541.png,test
d,media/emnist_10000/00542.png,test
0,media/emnist_10000/00543.png,test
7,media/emnist_10000/00544.png,train
3,media/emnist_10000/00545.png,test
K,media/emnist_10000/00546.png,train
V,media/emnist_10000/00547.png,test
R,media/emnist_10000/00548.png,train
6,media/emnist_10000/00549.png,train
1,media/emnist_10000/00550.png,train
M,media/emnist_10000/00551.png,train
f,media/emnist_10000/00552.png,test
6,media/emnist_10000/00553.png,train
S,media/emnist_10000/00554.png,train
h,media/emnist_10000/00555.png,train
q,media/emnist_10000/00556.png,train
X,media/emnist_10000/00557.png,test
R,media/emnist_10000/00558.png,train
Y,media/emnist_10000/00559.png,train
H,media/emnist_10000/00560.png,train
W,media/emnist_10000/00561.png,train
7,media/emnist_10000/00562.png,train
X,media/emnist_10000/00563.png,train
C,media/emnist_10000/00564.png,test
C,media/emnist_10000/00565.png,train
M,media/emnist_10000/00566.png,test
h,media/emnist_10000/00567.png,train
E,media/emnist_10000/00568.png,train
W,media/emnist_10000/00569.png,train
L,media/emnist_10000/00570.png,train
Q,media/emnist_10000/00571.png,train
q,media/emnist_10000/00572.png,train
e,media/emnist_10000/00573.png,train
3,media/emnist_10000/00574.png,train
C,media/emnist_10000/00575.png,train
g,media/emnist_10000/00576.png,train
G,media/emnist_10000/00577.png,train
r,media/emnist_10000/00578.png,test
d,media/emnist_10000/00579.png,train
U,media/emnist_10000/00580.png,test
G,media/emnist_10000/00581.png,test
B,media/emnist_10000/00582.png,train
R,media/emnist_10000/00583.png,test
T,media/emnist_10000/00584.png,train
f,media/emnist_10000/00585.png,test
W,media/emnist_10000/00586.png,test
A,media/emnist_10000/00587.png,train
N,media/emnist_10000/00588.png,train
2,media/emnist_10000/00589.png,train
E,media/emnist_10000/00590.png,test
0,media/emnist_10000/00591.png,train
Y,media/emnist_10000/00592.png,train
N,media/emnist_10000/00593.png,train
V,media/emnist_10000/00594.png,train
6,media/emnist_10000/00595.png,train
N,media/emnist_10000/00596.png,train
V,media/emnist_10000/00597.png,train
Y,media/emnist_10000/00598.png,train
2,media/emnist_10000/00599.png,train
H,media/emnist_10000/00600.png,train
5,media/emnist_10000/00601.png,train
b,media/emnist_10000/00602.png,train
N,media/emnist_10000/00603.png,train
f,media/emnist_10000/00604.png,train
L,media/emnist_10000/00605.png,train
S,media/emnist_10000/00606.png,train
4,media/emnist_10000/00607.png,test
t,media/emnist_10000/00608.png,test
H,media/emnist_10000/00609.png,test
M,media/emnist_10000/00610.png,test
6,media/emnist_10000/00611.png,test
F,media/emnist_10000/00612.png,train
9,media/emnist_10000/00613.png,train
Q,media/emnist_10000/00614.png,train
I,media/emnist_10000/00615.png,train
5,media/emnist_10000/00616.png,train
T,media/emnist_10000/00617.png,test
1,media/emnist_10000/00618.png,train
B,media/emnist_10000/00619.png,test
O,media/emnist_10000/00620.png,train
r,media/emnist_10000/00621.png,train
L,media/emnist_10000/00622.png,train
b,media/emnist_10000/00623.png,test
J,media/emnist_10000/00624.png,train
X,media/emnist_10000/00625.png,train
Y,media/emnist_10000/00626.png,test
L,media/emnist_10000/00627.png,train
Y,media/emnist_10000/00628.png,train
X,media/emnist_10000/00629.png,test
H,media/emnist_10000/00630.png,train
a,media/emnist_10000/00631.png,train
C,media/emnist_10000/00632.png,test
4,media/emnist_10000/00633.png,test
e,media/emnist_10000/00634.png,test
2,media/emnist_10000/00635.png,train
X,media/emnist_10000/00636.png,train
g,media/emnist_10000/00637.png,train
7,media/emnist_10000/00638.png,train
C,media/emnist_10000/00639.png,test
G,media/emnist_10000/00640.png,train
Y,media/emnist_10000/00641.png,train
5,media/emnist_10000/00642.png,train
G,media/emnist_10000/00643.png,train
L,media/emnist_10000/00644.png,train
d,media/emnist_10000/00645.png,test
Y,media/emnist_10000/00646.png,train
D,media/emnist_10000/00647.png,test
Q,media/emnist_10000/00648.png,test
d,media/emnist_10000/00649.png,train
L,media/emnist_10000/00650.png,train
3,media/emnist_10000/00651.png,train
I,media/emnist_10000/00652.png,test
G,media/emnist_10000/00653.png,train
2,media/emnist_10000/00654.png,train
T,media/emnist_10000/00655.png,test
J,media/emnist_10000/00656.png,train
r,media/emnist_10000/00657.png,train
G,media/emnist_10000/00658.png,train
t,media/emnist_10000/00659.png,train
9,media/emnist_10000/00660.png,train
W,media/emnist_10000/00661.png,train
R,media/emnist_10000/00662.png,train
8,media/emnist_10000/00663.png,train
h,media/emnist_10000/00664.png,train
E,media/emnist_10000/00665.png,train
b,media/emnist_10000/00666.png,test
I,media/emnist_10000/00667.png,train
X,media/emnist_10000/00668.png,test
S,media/emnist_10000/00669.png,test
d,media/emnist_10000/00670.png,train
3,media/emnist_10000/00671.png,train
O,media/emnist_10000/00672.png,train
d,media/emnist_10000/00673.png,train
D,media/emnist_10000/00674.png,train
O,media/emnist_10000/00675.png,train
P,media/emnist_10000/00676.png,train
2,media/emnist_10000/00677.png,train
5,media/emnist_10000/00678.png,train
B,media/emnist_10000/00679.png,train
6,media/emnist_10000/00680.png,train
E,media/emnist_10000/00681.png,test
E,media/emnist_10000/00682.png,train
e,media/emnist_10000/00683.png,test
q,media/emnist_10000/00684.png,test
q,media/emnist_10000/00685.png,test
U,media/emnist_10000/00686.png,test
N,media/emnist_10000/00687.png,train
N,media/emnist_10000/00688.png,test
V,media/emnist_10000/00689.png,train
a,media/emnist_10000/00690.png,train
4,media/emnist_10000/00691.png,train
7,media/emnist_10000/00692.png,train
J,media/emnist_10000/00693.png,train
G,media/emnist_10000/00694.png,train
q,media/emnist_10000/00695.png,test
N,media/emnist_10000/00696.png,train
e,media/emnist_10000/00697.png,train
C,media/emnist_10000/00698.png,train
I,media/emnist_10000/00699.png,train
h,media/emnist_10000/00700.png,train
D,media/emnist_10000/00701.png,train
R,media/emnist_10000/00702.png,train
O,media/emnist_10000/00703.png,test
2,media/emnist_10000/00704.png,train
I,media/emnist_10000/00705.png,test
P,media/emnist_10000/00706.png,train
r,media/emnist_10000/00707.png,train
R,media/emnist_10000/00708.png,train
2,media/emnist_10000/00709.png,train
B,media/emnist_10000/00710.png,test
3,media/emnist_10000/00711.png,train
T,media/emnist_10000/00712.png,train
D,media/emnist_10000/00713.png,train
S,media/emnist_10000/00714.png,train
r,media/emnist_10000/00715.png,train
d,media/emnist_10000/00716.png,train
G,media/emnist_10000/00717.png,train
e,media/emnist_10000/00718.png,train
I,media/emnist_10000/00719.png,train
T,media/emnist_10000/00720.png,test
e,media/emnist_10000/00721.png,train
F,media/emnist_10000/00722.png,test
T,media/emnist_10000/00723.png,train
P,media/emnist_10000/00724.png,train
O,media/emnist_10000/00725.png,train
8,media/emnist_10000/00726.png,train
Y,media/emnist_10000/00727.png,train
I,media/emnist_10000/00728.png,test
5,media/emnist_10000/00729.png,train
O,media/emnist_10000/00730.png,train
5,media/emnist_10000/00731.png,test
U,media/emnist_10000/00732.png,train
T,media/emnist_10000/00733.png,train
9,media/emnist_10000/00734.png,train
N,media/emnist_10000/00735.png,train
P,media/emnist_10000/00736.png,test
R,media/emnist_10000/00737.png,test
5,media/emnist_10000/00738.png,train
D,media/emnist_10000/00739.png,test
H,media/emnist_10000/00740.png,test
d,media/emnist_10000/00741.png,train
P,media/emnist_10000/00742.png,test
H,media/emnist_10000/00743.png,train
R,media/emnist_10000/00744.png,train
U,media/emnist_10000/00745.png,train
E,media/emnist_10000/00746.png,train
3,media/emnist_10000/00747.png,train
6,media/emnist_10000/00748.png,train
4,media/emnist_10000/00749.png,train
C,media/emnist_10000/00750.png,train
Y,media/emnist_10000/00751.png,train
n,media/emnist_10000/00752.png,train
P,media/emnist_10000/00753.png,test
r,media/emnist_10000/00754.png,test
C,media/emnist_10000/00755.png,train
t,media/emnist_10000/00756.png,train
Y,media/emnist_10000/00757.png,train
Q,media/emnist_10000/00758.png,train
X,media/emnist_10000/00759.png,train
2,media/emnist_10000/00760.png,train
X,media/emnist_10000/00761.png,train
5,media/emnist_10000/00762.png,train
O,media/emnist_10000/00763.png,train
0,media/emnist_10000/00764.png,train
H,media/emnist_10000/00765.png,train
F,media/emnist_10000/00766.png,test
5,media/emnist_10000/00767.png,train
G,media/emnist_10000/00768.png,train
1,media/emnist_10000/00769.png,test
D,media/emnist_10000/00770.png,train
T,media/emnist_10000/00771.png,test
3,media/emnist_10000/00772.png,test
2,media/emnist_10000/00773.png,train
