character_id,play_id,name,role_description
Valdes_DrFaust,drfaust,Valdes,
Cornelius_DrFaust,drfaust,Cornelius,
SCHOLARS.1_DrFaust,drfaust,Scholars 1,
SCHOLARS.2_DrFaust,drfaust,Scholars 2,
Mephistopheles_DrFaust,drfaust,Mephistopheles,
Clown_DrFaust,drfaust,Clown,
Lucifer_DrFaust,drfaust,Lucifer,
Pride_DrFaust,drfaust,Pride,
Covetousness_DrFaust,drfaust,Covetousness,
Wrath_DrFaust,drfaust,Wrath,
Envy_DrFaust,drfaust,Envy,
Gluttony_DrFaust,drfaust,Gluttony,
Sloth_DrFaust,drfaust,Sloth,
Lechery_DrFaust,drfaust,Lechery,
Pope_DrFaust,drfaust,Pope,
FRIARS.1_DrFaust,drfaust,Friars 1,
CardinalLorraine_DrFaust,drfaust,CardinalLorraine,
FRIARS_DrFaust,drfaust,FRIARS,
Robin_DrFaust,drfaust,Robin,
Rafe_DrFaust,drfaust,Rafe,
Vintner_DrFaust,drfaust,Vintner,
Emperor_DrFaust,drfaust,Emperor,
Knight_DrFaust,drfaust,Knight,
HorseCorser_DrFaust,drfaust,HorseCorser,
Duke_DrFaust,drfaust,Duke,
Duchess_DrFaust,drfaust,Duchess,
SCHOLARS.3_DrFaust,drfaust,Scholars 3,
OldMan_DrFaust,drfaust,OldMan,
SCHOLARS.1_DrFaust #SCHOLARS.2_DrFaust #SCHOLARS.3_DrFaust,drfaust,Scholars 1,
Machevil_JoM,jom,Machevil,
Barabas_JoM,jom,Barabas,
MERCHANTS.1_JoM,jom,Merchants 1,
MERCHANTS.2_JoM,jom,Merchants 2,
JEWS.1_JoM,jom,Jews 1,
JEWS.2_JoM,jom,Jews 2,
JEWS.3_JoM,jom,Jews 3,
Ferneze_JoM,jom,Ferneze,
BASHAWS.0.1_JoM,jom,Bashaws 0 1,
Calymath_JoM,jom,Calymath,
SOLDIERS.X_JoM,jom,Soldiers X,
KNIGHTS.1_JoM,jom,Knights 1,
KNIGHTS.2_JoM,jom,Knights 2,
JEWS.1_JoM #JEWS.2_JoM #JEWS.3_JoM,jom,Jews 1,
Abigal_JoM,jom,Abigal,
FriarJacomo_JoM,jom,FriarJacomo,
NUNS.1_JoM,jom,Nuns 1,
NUNS.X_JoM,jom,Nuns X,
Abbess_JoM,jom,Abbess,
FriarBernadine_JoM,jom,FriarBernadine,
Mathias_JoM,jom,Mathias,
Lodowick_JoM,jom,Lodowick,
Bosco_JoM,jom,Bosco,
SOLDIERS.1_JoM,jom,Soldiers 1,
SOLDIERS.2_JoM,jom,Soldiers 2,
Ithamore_JoM,jom,Ithamore,
Katherine_JoM,jom,Katherine,
Bellamira_JoM,jom,Bellamira,
PiliaBorza_JoM,jom,PiliaBorza,
OTHERS_JoM,jom,OTHERS,
BASHAWS.0_JoM,jom,Bashaws 0,
Messenger_JoM,jom,Messenger,
KNIGHTS.X_JoM,jom,Knights X,
CARPENTERS.1_JoM,jom,Carpenters 1,
CARPENTERS.X_JoM,jom,Carpenters X,
Vindice_RT,rt,Vindice,
Hippolito_RT,rt,Hippolito,
Mother_RT,rt,Mother,
Castiza_RT,rt,Castiza,
Duke_RT,rt,Duke,
JUDGES.1_RT,rt,Judges 1,
Duchess_RT,rt,Duchess,
Lussurioso_RT,rt,Lussurioso,
Ambitioso_RT,rt,Ambitioso,
Spurio_RT,rt,Spurio,
Junior_RT,rt,Junior,
JUDGES.2_RT,rt,Judges 2,
Supervacuo_RT,rt,Supervacuo,
Antonio_RT,rt,Antonio,
Piero_RT,rt,Piero,
Piero_RT #LORDS_RT,rt,Piero,
Dondolo_RT,rt,Dondolo,
SERVANTS.1_RT,rt,Servants 1,
LORDS.0.1_RT,rt,Lords 0 1,
LORDS.0.2_RT,rt,Lords 0 2,
SERVANTS.2_RT,rt,Servants 2,
LORDS.0.3_RT,rt,Lords 0 3,
OFFICERS.1_RT,rt,Officers 1,
OFFICERS.2_RT,rt,Officers 2,
Keeper_RT,rt,Keeper,
OFFICERS.3_RT,rt,Officers 3,
ATTENDANTS.0.1_RT,rt,Attendants 0 1,
Supervacuo_RT #Ambitioso_RT,rt,Supervacuo,
ATTENDANTS.0.Sordido_RT,rt,Attendants 0 Sordido,
ATTENDANTS.0.Nencio_RT,rt,Attendants 0 Nencio,
LORDS_RT,rt,LORDS,
LORDS.0.4_RT,rt,Lords 0 4,
