label,filepath,index
sandal,media/fashionmnist_10000/00046.png,train
pullover,media/fashionmnist_10000/00047.png,train
dress,media/fashionmnist_10000/00048.png,train
dress,media/fashionmnist_10000/00049.png,train
sandal,media/fashionmnist_10000/00050.png,train
trouser,media/fashionmnist_10000/00051.png,train
sandal,media/fashionmnist_10000/00052.png,train
ankle boot,media/fashionmnist_10000/00053.png,train
shirt,media/fashionmnist_10000/00054.png,test
coat,media/fashionmnist_10000/00055.png,test
t-shirt/top,media/fashionmnist_10000/00056.png,train
dress,media/fashionmnist_10000/00057.png,train
dress,media/fashionmnist_10000/00058.png,train
sandal,media/fashionmnist_10000/00059.png,test
sandal,media/fashionmnist_10000/00060.png,train
pullover,media/fashionmnist_10000/00061.png,train
shirt,media/fashionmnist_10000/00062.png,train
pullover,media/fashionmnist_10000/00063.png,test
sneaker,media/fashionmnist_10000/00064.png,train
dress,media/fashionmnist_10000/00065.png,test
coat,media/fashionmnist_10000/00066.png,test
dress,media/fashionmnist_10000/00067.png,train
dress,media/fashionmnist_10000/00068.png,train
ankle boot,media/fashionmnist_10000/00069.png,test
bag,media/fashionmnist_10000/00070.png,test
t-shirt/top,media/fashionmnist_10000/00071.png,train
coat,media/fashionmnist_10000/00072.png,train
trouser,media/fashionmnist_10000/00073.png,train
trouser,media/fashionmnist_10000/00074.png,train
dress,media/fashionmnist_10000/00075.png,train
t-shirt/top,media/fashionmnist_10000/00076.png,train
coat,media/fashionmnist_10000/00077.png,train
trouser,media/fashionmnist_10000/00078.png,train
t-shirt/top,media/fashionmnist_10000/00079.png,train
trouser,media/fashionmnist_10000/00080.png,train
coat,media/fashionmnist_10000/00081.png,train
ankle boot,media/fashionmnist_10000/00082.png,train
trouser,media/fashionmnist_10000/00083.png,train
shirt,media/fashionmnist_10000/00084.png,train
sandal,media/fashionmnist_10000/00085.png,train
trouser,media/fashionmnist_10000/00086.png,test
trouser,media/fashionmnist_10000/00087.png,train
t-shirt/top,media/fashionmnist_10000/00088.png,train
sandal,media/fashionmnist_10000/00089.png,test
t-shirt/top,media/fashionmnist_10000/00090.png,train
sneaker,media/fashionmnist_10000/00091.png,train
t-shirt/top,media/fashionmnist_10000/00092.png,train
trouser,media/fashionmnist_10000/00093.png,train
bag,media/fashionmnist_10000/00094.png,train
sandal,media/fashionmnist_10000/00095.png,train
ankle boot,media/fashionmnist_10000/00096.png,test
dress,media/fashionmnist_10000/00097.png,train
t-shirt/top,media/fashionmnist_10000/00098.png,train
sneaker,media/fashionmnist_10000/00099.png,test
pullover,media/fashionmnist_10000/00100.png,test
trouser,media/fashionmnist_10000/00101.png,train
shirt,media/fashionmnist_10000/00102.png,train
shirt,media/fashionmnist_10000/00103.png,train
sneaker,media/fashionmnist_10000/00104.png,train
bag,media/fashionmnist_10000/00105.png,train
dress,media/fashionmnist_10000/00106.png,test
sneaker,media/fashionmnist_10000/00107.png,train
t-shirt/top,media/fashionmnist_10000/00108.png,train
trouser,media/fashionmnist_10000/00109.png,train
sandal,media/fashionmnist_10000/00110.png,train
sandal,media/fashionmnist_10000/00111.png,train
t-shirt/top,media/fashionmnist_10000/00112.png,train
coat,media/fashionmnist_10000/00113.png,test
pullover,media/fashionmnist_10000/00114.png,train
sneaker,media/fashionmnist_10000/00115.png,train
coat,media/fashionmnist_10000/00116.png,train
bag,media/fashionmnist_10000/00117.png,train
coat,media/fashionmnist_10000/00118.png,train
dress,media/fashionmnist_10000/00119.png,train
pullover,media/fashionmnist_10000/00120.png,train
ankle boot,media/fashionmnist_10000/00121.png,train
t-shirt/top,media/fashionmnist_10000/00122.png,train
pullover,media/fashionmnist_10000/00123.png,train
sneaker,media/fashionmnist_10000/00124.png,train
ankle boot,media/fashionmnist_10000/00125.png,train
dress,media/fashionmnist_10000/00126.png,train
sandal,media/fashionmnist_10000/00127.png,test
ankle boot,media/fashionmnist_10000/00128.png,train
bag,media/fashionmnist_10000/00129.png,test
bag,media/fashionmnist_10000/00130.png,test
ankle boot,media/fashionmnist_10000/00131.png,train
t-shirt/top,media/fashionmnist_10000/00132.png,train
sneaker,media/fashionmnist_10000/00133.png,test
sneaker,media/fashionmnist_10000/00134.png,test
trouser,media/fashionmnist_10000/00135.png,train
shirt,media/fashionmnist_10000/00136.png,test
dress,media/fashionmnist_10000/00137.png,train
pullover,media/fashionmnist_10000/00138.png,train
trouser,media/fashionmnist_10000/00139.png,train
sandal,media/fashionmnist_10000/00140.png,test
sneaker,media/fashionmnist_10000/00141.png,train
trouser,media/fashionmnist_10000/00142.png,train
trouser,media/fashionmnist_10000/00143.png,train
dress,media/fashionmnist_10000/00144.png,test
dress,media/fashionmnist_10000/00145.png,train
sandal,media/fashionmnist_10000/00146.png,train
pullover,media/fashionmnist_10000/00147.png,train
t-shirt/top,media/fashionmnist_10000/00148.png,train
pullover,media/fashionmnist_10000/00149.png,train
dress,media/fashionmnist_10000/00150.png,train
bag,media/fashionmnist_10000/00151.png,train
t-shirt/top,media/fashionmnist_10000/00152.png,train
t-shirt/top,media/fashionmnist_10000/00153.png,train
sandal,media/fashionmnist_10000/00154.png,train
sneaker,media/fashionmnist_10000/00155.png,train
bag,media/fashionmnist_10000/00156.png,test
sandal,media/fashionmnist_10000/00157.png,train
shirt,media/fashionmnist_10000/00158.png,test
dress,media/fashionmnist_10000/00159.png,test
bag,media/fashionmnist_10000/00160.png,train
sneaker,media/fashionmnist_10000/00161.png,test
bag,media/fashionmnist_10000/00162.png,train
sandal,media/fashionmnist_10000/00163.png,test
coat,media/fashionmnist_10000/00164.png,train
bag,media/fashionmnist_10000/00165.png,train
dress,media/fashionmnist_10000/00166.png,train
dress,media/fashionmnist_10000/00167.png,train
dress,media/fashionmnist_10000/00168.png,test
dress,media/fashionmnist_10000/00169.png,train
coat,media/fashionmnist_10000/00170.png,train
shirt,media/fashionmnist_10000/00171.png,train
pullover,media/fashionmnist_10000/00172.png,train
pullover,media/fashionmnist_10000/00173.png,train
trouser,media/fashionmnist_10000/00174.png,train
coat,media/fashionmnist_10000/00175.png,test
t-shirt/top,media/fashionmnist_10000/00176.png,train
t-shirt/top,media/fashionmnist_10000/00177.png,train
sneaker,media/fashionmnist_10000/00178.png,train
trouser,media/fashionmnist_10000/00179.png,train
sneaker,media/fashionmnist_10000/00180.png,train
shirt,media/fashionmnist_10000/00181.png,test
sandal,media/fashionmnist_10000/00182.png,train
sneaker,media/fashionmnist_10000/00183.png,train
sandal,media/fashionmnist_10000/00184.png,test
sneaker,media/fashionmnist_10000/00185.png,train
coat,media/fashionmnist_10000/00186.png,train
trouser,media/fashionmnist_10000/00187.png,train
ankle boot,media/fashionmnist_10000/00188.png,train
trouser,media/fashionmnist_10000/00189.png,train
pullover,media/fashionmnist_10000/00190.png,train
dress,media/fashionmnist_10000/00191.png,train
coat,media/fashionmnist_10000/00192.png,test
pullover,media/fashionmnist_10000/00193.png,test
ankle boot,media/fashionmnist_10000/00194.png,train
coat,media/fashionmnist_10000/00195.png,train
trouser,media/fashionmnist_10000/00196.png,test
coat,media/fashionmnist_10000/00197.png,train
bag,media/fashionmnist_10000/00198.png,train
shirt,media/fashionmnist_10000/00199.png,train
shirt,media/fashionmnist_10000/00200.png,test
dress,media/fashionmnist_10000/00201.png,test
sandal,media/fashionmnist_10000/00202.png,train
trouser,media/fashionmnist_10000/00203.png,test
sneaker,media/fashionmnist_10000/00204.png,test
t-shirt/top,media/fashionmnist_10000/00205.png,train
sneaker,media/fashionmnist_10000/00206.png,train
coat,media/fashionmnist_10000/00207.png,test
coat,media/fashionmnist_10000/00208.png,train
pullover,media/fashionmnist_10000/00209.png,train
trouser,media/fashionmnist_10000/00210.png,train
shirt,media/fashionmnist_10000/00211.png,train
dress,media/fashionmnist_10000/00212.png,train
coat,media/fashionmnist_10000/00213.png,train
coat,media/fashionmnist_10000/00214.png,train
trouser,media/fashionmnist_10000/00215.png,test
trouser,media/fashionmnist_10000/00216.png,train
pullover,media/fashionmnist_10000/00217.png,test
sandal,media/fashionmnist_10000/00218.png,train
bag,media/fashionmnist_10000/00219.png,test
trouser,media/fashionmnist_10000/00220.png,train
ankle boot,media/fashionmnist_10000/00221.png,train
sandal,media/fashionmnist_10000/00222.png,train
coat,media/fashionmnist_10000/00223.png,test
ankle boot,media/fashionmnist_10000/00224.png,test
ankle boot,media/fashionmnist_10000/00225.png,train
ankle boot,media/fashionmnist_10000/00226.png,train
bag,media/fashionmnist_10000/00227.png,train
trouser,media/fashionmnist_10000/00228.png,train
trouser,media/fashionmnist_10000/00229.png,train
trouser,media/fashionmnist_10000/00230.png,train
sandal,media/fashionmnist_10000/00231.png,test
t-shirt/top,media/fashionmnist_10000/00232.png,train
t-shirt/top,media/fashionmnist_10000/00233.png,test
dress,media/fashionmnist_10000/00234.png,train
t-shirt/top,media/fashionmnist_10000/00235.png,train
ankle boot,media/fashionmnist_10000/00236.png,train
coat,media/fashionmnist_10000/00237.png,train
bag,media/fashionmnist_10000/00238.png,train
t-shirt/top,media/fashionmnist_10000/00239.png,test
shirt,media/fashionmnist_10000/00240.png,train
dress,media/fashionmnist_10000/00241.png,train
ankle boot,media/fashionmnist_10000/00242.png,test
bag,media/fashionmnist_10000/00243.png,train
sneaker,media/fashionmnist_10000/00244.png,test
dress,media/fashionmnist_10000/00245.png,train
ankle boot,media/fashionmnist_10000/00246.png,test
shirt,media/fashionmnist_10000/00247.png,test
coat,media/fashionmnist_10000/00248.png,train
pullover,media/fashionmnist_10000/00249.png,test
dress,media/fashionmnist_10000/00250.png,train
coat,media/fashionmnist_10000/00251.png,test
trouser,media/fashionmnist_10000/00252.png,train
pullover,media/fashionmnist_10000/00253.png,train
trouser,media/fashionmnist_10000/00254.png,train
pullover,media/fashionmnist_10000/00255.png,train
bag,media/fashionmnist_10000/00256.png,train
sneaker,media/fashionmnist_10000/00257.png,train
sneaker,media/fashionmnist_10000/00258.png,train
sneaker,media/fashionmnist_10000/00259.png,train
trouser,media/fashionmnist_10000/00260.png,train
sneaker,media/fashionmnist_10000/00261.png,test
trouser,media/fashionmnist_10000/00262.png,train
t-shirt/top,media/fashionmnist_10000/00263.png,train
sneaker,media/fashionmnist_10000/00264.png,train
sneaker,media/fashionmnist_10000/00265.png,test
t-shirt/top,media/fashionmnist_10000/00266.png,test
t-shirt/top,media/fashionmnist_10000/00267.png,train
dress,media/fashionmnist_10000/00268.png,train
coat,media/fashionmnist_10000/00269.png,test
ankle boot,media/fashionmnist_10000/00270.png,test
pullover,media/fashionmnist_10000/00271.png,train
sandal,media/fashionmnist_10000/00272.png,train
t-shirt/top,media/fashionmnist_10000/00273.png,test
sandal,media/fashionmnist_10000/00274.png,train
dress,media/fashionmnist_10000/00275.png,train
bag,media/fashionmnist_10000/00276.png,test
coat,media/fashionmnist_10000/00277.png,test
sneaker,media/fashionmnist_10000/00278.png,train
ankle boot,media/fashionmnist_10000/00279.png,train
coat,media/fashionmnist_10000/00280.png,train
sandal,media/fashionmnist_10000/00281.png,train
bag,media/fashionmnist_10000/00282.png,test
ankle boot,media/fashionmnist_10000/00283.png,train
sneaker,media/fashionmnist_10000/00284.png,train
sneaker,media/fashionmnist_10000/00285.png,test
bag,media/fashionmnist_10000/00286.png,train
sneaker,media/fashionmnist_10000/00287.png,train
t-shirt/top,media/fashionmnist_10000/00288.png,train
dress,media/fashionmnist_10000/00289.png,train
trouser,media/fashionmnist_10000/00290.png,train
coat,media/fashionmnist_10000/00291.png,test
trouser,media/fashionmnist_10000/00292.png,test
trouser,media/fashionmnist_10000/00293.png,train
t-shirt/top,media/fashionmnist_10000/00294.png,train
sneaker,media/fashionmnist_10000/00295.png,train
sandal,media/fashionmnist_10000/00296.png,train
trouser,media/fashionmnist_10000/00297.png,train
ankle boot,media/fashionmnist_10000/00298.png,test
sandal,media/fashionmnist_10000/00299.png,train
t-shirt/top,media/fashionmnist_10000/00300.png,train
bag,media/fashionmnist_10000/00301.png,train
sneaker,media/fashionmnist_10000/00302.png,test
bag,media/fashionmnist_10000/00303.png,train
sneaker,media/fashionmnist_10000/00304.png,train
ankle boot,media/fashionmnist_10000/00305.png,train
shirt,media/fashionmnist_10000/00306.png,train
trouser,media/fashionmnist_10000/00307.png,test
sneaker,media/fashionmnist_10000/00308.png,train
coat,media/fashionmnist_10000/00309.png,train
sandal,media/fashionmnist_10000/00310.png,test
bag,media/fashionmnist_10000/00311.png,train
t-shirt/top,media/fashionmnist_10000/00312.png,train
dress,media/fashionmnist_10000/00313.png,train
t-shirt/top,media/fashionmnist_10000/00314.png,train
t-shirt/top,media/fashionmnist_10000/00315.png,train
dress,media/fashionmnist_10000/00316.png,train
t-shirt/top,media/fashionmnist_10000/00317.png,train
bag,media/fashionmnist_10000/00318.png,train
coat,media/fashionmnist_10000/00319.png,train
sandal,media/fashionmnist_10000/00320.png,test
dress,media/fashionmnist_10000/00321.png,test
dress,media/fashionmnist_10000/00322.png,train
bag,media/fashionmnist_10000/00323.png,train
ankle boot,media/fashionmnist_10000/00324.png,train
sneaker,media/fashionmnist_10000/00325.png,test
ankle boot,media/fashionmnist_10000/00326.png,train
dress,media/fashionmnist_10000/00327.png,train
sandal,media/fashionmnist_10000/00328.png,test
bag,media/fashionmnist_10000/00329.png,train
ankle boot,media/fashionmnist_10000/00330.png,test
pullover,media/fashionmnist_10000/00331.png,train
sandal,media/fashionmnist_10000/00332.png,test
t-shirt/top,media/fashionmnist_10000/00333.png,train
coat,media/fashionmnist_10000/00334.png,train
bag,media/fashionmnist_10000/00335.png,train
coat,media/fashionmnist_10000/00336.png,train
pullover,media/fashionmnist_10000/00337.png,test
shirt,media/fashionmnist_10000/00338.png,train
trouser,media/fashionmnist_10000/00339.png,test
ankle boot,media/fashionmnist_10000/00340.png,train
sneaker,media/fashionmnist_10000/00341.png,test
sneaker,media/fashionmnist_10000/00342.png,train
bag,media/fashionmnist_10000/00343.png,train
t-shirt/top,media/fashionmnist_10000/00344.png,train
sneaker,media/fashionmnist_10000/00345.png,test
bag,media/fashionmnist_10000/00346.png,train
ankle boot,media/fashionmnist_10000/00347.png,train
coat,media/fashionmnist_10000/00348.png,train
shirt,media/fashionmnist_10000/00349.png,train
bag,media/fashionmnist_10000/00350.png,test
pullover,media/fashionmnist_10000/00351.png,test
shirt,media/fashionmnist_10000/00352.png,test
dress,media/fashionmnist_10000/00353.png,train
sandal,media/fashionmnist_10000/00354.png,train
trouser,media/fashionmnist_10000/00355.png,train
sandal,media/fashionmnist_10000/00356.png,train
t-shirt/top,media/fashionmnist_10000/00357.png,train
t-shirt/top,media/fashionmnist_10000/00358.png,train
bag,media/fashionmnist_10000/00359.png,test
sandal,media/fashionmnist_10000/00360.png,test
shirt,media/fashionmnist_10000/00361.png,train
coat,media/fashionmnist_10000/00362.png,test
trouser,media/fashionmnist_10000/00363.png,train
sandal,media/fashionmnist_10000/00364.png,train
coat,media/fashionmnist_10000/00365.png,train
coat,media/fashionmnist_10000/00366.png,test
t-shirt/top,media/fashionmnist_10000/00367.png,test
sneaker,media/fashionmnist_10000/00368.png,train
trouser,media/fashionmnist_10000/00369.png,train
sandal,media/fashionmnist_10000/00370.png,test
pullover,media/fashionmnist_10000/00371.png,test
bag,media/fashionmnist_10000/00372.png,train
ankle boot,media/fashionmnist_10000/00373.png,train
sneaker,media/fashionmnist_10000/00374.png,train
shirt,media/fashionmnist_10000/00375.png,train
ankle boot,media/fashionmnist_10000/00376.png,test
sandal,media/fashionmnist_10000/00377.png,train
coat,media/fashionmnist_10000/00378.png,train
ankle boot,media/fashionmnist_10000/00379.png,train
sandal,media/fashionmnist_10000/00380.png,train
trouser,media/fashionmnist_10000/00381.png,train
sandal,media/fashionmnist_10000/00382.png,test
dress,media/fashionmnist_10000/00383.png,train
shirt,media/fashionmnist_10000/00384.png,train
ankle boot,media/fashionmnist_10000/00385.png,train
trouser,media/fashionmnist_10000/00386.png,test
pullover,media/fashionmnist_10000/00387.png,test
coat,media/fashionmnist_10000/00388.png,test
dress,media/fashionmnist_10000/00389.png,train
t-shirt/top,media/fashionmnist_10000/00390.png,train
t-shirt/top,media/fashionmnist_10000/00391.png,train
coat,media/fashionmnist_10000/00392.png,train
trouser,media/fashionmnist_10000/00393.png,train
shirt,media/fashionmnist_10000/00394.png,test
trouser,media/fashionmnist_10000/00395.png,test
bag,media/fashionmnist_10000/00396.png,train
coat,media/fashionmnist_10000/00397.png,train
ankle boot,media/fashionmnist_10000/00398.png,train
ankle boot,media/fashionmnist_10000/00399.png,train
t-shirt/top,media/fashionmnist_10000/00400.png,train
t-shirt/top,media/fashionmnist_10000/00401.png,train
t-shirt/top,media/fashionmnist_10000/00402.png,test
bag,media/fashionmnist_10000/00403.png,train
shirt,media/fashionmnist_10000/00404.png,train
dress,media/fashionmnist_10000/00405.png,test
ankle boot,media/fashionmnist_10000/00406.png,test
bag,media/fashionmnist_10000/00407.png,train
t-shirt/top,media/fashionmnist_10000/00408.png,train
sneaker,media/fashionmnist_10000/00409.png,train
shirt,media/fashionmnist_10000/00410.png,train
trouser,media/fashionmnist_10000/00411.png,test
pullover,media/fashionmnist_10000/00412.png,train
shirt,media/fashionmnist_10000/00413.png,train
ankle boot,media/fashionmnist_10000/00414.png,test
shirt,media/fashionmnist_10000/00415.png,train
shirt,media/fashionmnist_10000/00416.png,test
t-shirt/top,media/fashionmnist_10000/00417.png,test
t-shirt/top,media/fashionmnist_10000/00418.png,train
t-shirt/top,media/fashionmnist_10000/00419.png,train
sandal,media/fashionmnist_10000/00420.png,train
bag,media/fashionmnist_10000/00421.png,train
t-shirt/top,media/fashionmnist_10000/00422.png,train
sandal,media/fashionmnist_10000/00423.png,train
t-shirt/top,media/fashionmnist_10000/00424.png,train
bag,media/fashionmnist_10000/00425.png,train
t-shirt/top,media/fashionmnist_10000/00426.png,train
trouser,media/fashionmnist_10000/00427.png,test
sandal,media/fashionmnist_10000/00428.png,train
ankle boot,media/fashionmnist_10000/00429.png,test
coat,media/fashionmnist_10000/00430.png,train
ankle boot,media/fashionmnist_10000/00431.png,train
ankle boot,media/fashionmnist_10000/00432.png,train
shirt,media/fashionmnist_10000/00433.png,train
ankle boot,media/fashionmnist_10000/00434.png,train
coat,media/fashionmnist_10000/00435.png,train
t-shirt/top,media/fashionmnist_10000/00436.png,train
trouser,media/fashionmnist_10000/00437.png,train
dress,media/fashionmnist_10000/00438.png,train
pullover,media/fashionmnist_10000/00439.png,train
sneaker,media/fashionmnist_10000/00440.png,test
bag,media/fashionmnist_10000/00441.png,test
shirt,media/fashionmnist_10000/00442.png,train
coat,media/fashionmnist_10000/00443.png,test
sneaker,media/fashionmnist_10000/00444.png,train
shirt,media/fashionmnist_10000/00445.png,train
shirt,media/fashionmnist_10000/00446.png,train
dress,media/fashionmnist_10000/00447.png,train
trouser,media/fashionmnist_10000/00448.png,test
dress,media/fashionmnist_10000/00449.png,test
sneaker,media/fashionmnist_10000/00450.png,train
dress,media/fashionmnist_10000/00451.png,test
pullover,media/fashionmnist_10000/00452.png,train
sneaker,media/fashionmnist_10000/00453.png,train
shirt,media/fashionmnist_10000/00454.png,test
t-shirt/top,media/fashionmnist_10000/00455.png,train
sandal,media/fashionmnist_10000/00456.png,train
shirt,media/fashionmnist_10000/00457.png,test
trouser,media/fashionmnist_10000/00458.png,train
pullover,media/fashionmnist_10000/00459.png,train
dress,media/fashionmnist_10000/00460.png,test
bag,media/fashionmnist_10000/00461.png,test
dress,media/fashionmnist_10000/00462.png,train
ankle boot,media/fashionmnist_10000/00463.png,test
bag,media/fashionmnist_10000/00464.png,train
ankle boot,media/fashionmnist_10000/00465.png,train
coat,media/fashionmnist_10000/00466.png,test
dress,media/fashionmnist_10000/00467.png,test
shirt,media/fashionmnist_10000/00468.png,train
shirt,media/fashionmnist_10000/00469.png,train
trouser,media/fashionmnist_10000/00470.png,test
t-shirt/top,media/fashionmnist_10000/00471.png,train
t-shirt/top,media/fashionmnist_10000/00472.png,train
shirt,media/fashionmnist_10000/00473.png,train
dress,media/fashionmnist_10000/00474.png,train
coat,media/fashionmnist_10000/00475.png,train
trouser,media/fashionmnist_10000/00476.png,train
shirt,media/fashionmnist_10000/00477.png,train
sneaker,media/fashionmnist_10000/00478.png,train
sneaker,media/fashionmnist_10000/00479.png,train
pullover,media/fashionmnist_10000/00480.png,train
sneaker,media/fashionmnist_10000/00481.png,test
coat,media/fashionmnist_10000/00482.png,train
t-shirt/top,media/fashionmnist_10000/00483.png,train
ankle boot,media/fashionmnist_10000/00484.png,train
bag,media/fashionmnist_10000/00485.png,train
sneaker,media/fashionmnist_10000/00486.png,train
dress,media/fashionmnist_10000/00487.png,train
sandal,media/fashionmnist_10000/00488.png,train
coat,media/fashionmnist_10000/00489.png,train
pullover,media/fashionmnist_10000/00490.png,train
bag,media/fashionmnist_10000/00491.png,test
t-shirt/top,media/fashionmnist_10000/00492.png,train
dress,media/fashionmnist_10000/00493.png,train
ankle boot,media/fashionmnist_10000/00494.png,train
ankle boot,media/fashionmnist_10000/00495.png,train
trouser,media/fashionmnist_10000/00496.png,train
trouser,media/fashionmnist_10000/00497.png,train
coat,media/fashionmnist_10000/00498.png,train
coat,media/fashionmnist_10000/00499.png,train
trouser,media/fashionmnist_10000/00500.png,test
ankle boot,media/fashionmnist_10000/00501.png,train
dress,media/fashionmnist_10000/00502.png,test
trouser,media/fashionmnist_10000/00503.png,train
shirt,media/fashionmnist_10000/00504.png,train
coat,media/fashionmnist_10000/00505.png,train
dress,media/fashionmnist_10000/00506.png,train
sneaker,media/fashionmnist_10000/00507.png,train
pullover,media/fashionmnist_10000/00508.png,train
trouser,media/fashionmnist_10000/00509.png,train
pullover,media/fashionmnist_10000/00510.png,train
t-shirt/top,media/fashionmnist_10000/00511.png,train
trouser,media/fashionmnist_10000/00512.png,train
bag,media/fashionmnist_10000/00513.png,train
trouser,media/fashionmnist_10000/00514.png,train
bag,media/fashionmnist_10000/00515.png,train
coat,media/fashionmnist_10000/00516.png,test
pullover,media/fashionmnist_10000/00517.png,train
t-shirt/top,media/fashionmnist_10000/00518.png,train
bag,media/fashionmnist_10000/00519.png,train
bag,media/fashionmnist_10000/00520.png,train
sandal,media/fashionmnist_10000/00521.png,train
coat,media/fashionmnist_10000/00522.png,train
t-shirt/top,media/fashionmnist_10000/00523.png,train
bag,media/fashionmnist_10000/00524.png,test
dress,media/fashionmnist_10000/00525.png,train
shirt,media/fashionmnist_10000/00526.png,train
dress,media/fashionmnist_10000/00527.png,test
bag,media/fashionmnist_10000/00528.png,train
coat,media/fashionmnist_10000/00529.png,train
trouser,media/fashionmnist_10000/00530.png,train
sandal,media/fashionmnist_10000/00531.png,train
ankle boot,media/fashionmnist_10000/00532.png,test
trouser,media/fashionmnist_10000/00533.png,test
trouser,media/fashionmnist_10000/00534.png,test
pullover,media/fashionmnist_10000/00535.png,train
shirt,media/fashionmnist_10000/00536.png,train
bag,media/fashionmnist_10000/00537.png,test
sneaker,media/fashionmnist_10000/00538.png,train
pullover,media/fashionmnist_10000/00539.png,train
pullover,media/fashionmnist_10000/00540.png,train
pullover,media/fashionmnist_10000/00541.png,train
sandal,media/fashionmnist_10000/00542.png,test
sneaker,media/fashionmnist_10000/00543.png,test
dress,media/fashionmnist_10000/00544.png,train
bag,media/fashionmnist_10000/00545.png,train
dress,media/fashionmnist_10000/00546.png,train
t-shirt/top,media/fashionmnist_10000/00547.png,train
shirt,media/fashionmnist_10000/00548.png,train
trouser,media/fashionmnist_10000/00549.png,train
dress,media/fashionmnist_10000/00550.png,train
coat,media/fashionmnist_10000/00551.png,train
coat,media/fashionmnist_10000/00552.png,train
shirt,media/fashionmnist_10000/00553.png,test
shirt,media/fashionmnist_10000/00554.png,train
t-shirt/top,media/fashionmnist_10000/00555.png,train
ankle boot,media/fashionmnist_10000/00556.png,train
sneaker,media/fashionmnist_10000/00557.png,train
dress,media/fashionmnist_10000/00558.png,train
bag,media/fashionmnist_10000/00559.png,train
pullover,media/fashionmnist_10000/00560.png,train
sneaker,media/fashionmnist_10000/00561.png,test
t-shirt/top,media/fashionmnist_10000/00562.png,test
bag,media/fashionmnist_10000/00563.png,train
t-shirt/top,media/fashionmnist_10000/00564.png,train
trouser,media/fashionmnist_10000/00565.png,train
trouser,media/fashionmnist_10000/00566.png,train
trouser,media/fashionmnist_10000/00567.png,train
sneaker,media/fashionmnist_10000/00568.png,test
ankle boot,media/fashionmnist_10000/00569.png,train
ankle boot,media/fashionmnist_10000/00570.png,train
sneaker,media/fashionmnist_10000/00571.png,train
trouser,media/fashionmnist_10000/00572.png,train
coat,media/fashionmnist_10000/00573.png,train
ankle boot,media/fashionmnist_10000/00574.png,test
trouser,media/fashionmnist_10000/00575.png,train
t-shirt/top,media/fashionmnist_10000/00576.png,test
trouser,media/fashionmnist_10000/00577.png,train
t-shirt/top,media/fashionmnist_10000/00578.png,train
coat,media/fashionmnist_10000/00579.png,test
coat,media/fashionmnist_10000/00580.png,test
dress,media/fashionmnist_10000/00581.png,train
sneaker,media/fashionmnist_10000/00582.png,train
t-shirt/top,media/fashionmnist_10000/00583.png,test
ankle boot,media/fashionmnist_10000/00584.png,test
t-shirt/top,media/fashionmnist_10000/00585.png,test
pullover,media/fashionmnist_10000/00586.png,train
bag,media/fashionmnist_10000/00587.png,train
sandal,media/fashionmnist_10000/00588.png,train
pullover,media/fashionmnist_10000/00589.png,train
pullover,media/fashionmnist_10000/00590.png,train
trouser,media/fashionmnist_10000/00591.png,train
bag,media/fashionmnist_10000/00592.png,train
trouser,media/fashionmnist_10000/00593.png,train
t-shirt/top,media/fashionmnist_10000/00594.png,train
dress,media/fashionmnist_10000/00595.png,test
